id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
449,DR K.CHILV EOOD,,41.4985577,24.9433154,1,UL.STAFF,9,,MADAN,BG,Bulgaria,66,,,,,,,,,,01/01/12,16/04/2020,
450,БУРГАС АД,,42.0230124,23.0886751,1,UL.SLAV,62,,BLAGOEVGRAD,BG,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,
451,MBAL PARVOMAY EOOD,,42.0916783,25.2146316,1,UL.CNS BORIS I,51,,PARVOMAY,BG,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,
452,MBAL RAZLOG EOOD,,41.8909209,23.4689105,1,UL.CRIAL AND METHODIUS,1,,RAZLOG,BG,Bulgaria,133,,,,,,,,,,01/01/12,16/04/2020,
453,RAKOVSKI EOOD,,42.287834,24.9541783,1,MR UL.M.OROLOOLOROLOOROLOROLOROLOROLOROLOROLOROLOROLOROLOROLORO@@,,,RAKOVSKI,BG,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,
454,MBAL RAHILLA ANGELOVA AD,,42.6111433,23.0363989,1,UL.BROWER,2,,PERNIK,BG,Bulgaria,294,,,,,,,,,,01/01/12,16/04/2020,
455,БОЛОГИМИР ЕООД,,41.3976243,23.2041013,1,VPR,52,,PETRICH,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
456,MPHAN RUSE AD,,43.8579873,25.9611225,1,COUNTED,2,,RUSE,BG,Bulgaria,580,,,,,,,,,,01/01/12,16/04/2020,
457,MPHAT SAMOKOV EOOD,,42.3352868,23.5519302,1,UL.MACEDONIA,49,,SAMOKOV,BG,Bulgaria,228,,,,,,,,,,01/01/12,16/04/2020,
458,ST. ST. IVAN RILSKI EOOD,,43.772101,23.7264025,1,UL.CRIAL AND METHODIUS,1,,KOZLODUY,BG,Bulgaria,105,,,,,,,,,,01/01/12,16/04/2020,
459,ST. ST. IVAN RILSKI EOOD,,42.1768299,26.5812707,1,UL.CHATALJA,3,,YAMBOL,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
460,2003 OOD,,42.2673931,23.1144941,1,UL.IVAN VASOV,26,,DUPNITSA,BG,Bulgaria,165,,,,,,,,,,01/01/12,16/04/2020,
461,MR IVAN RILSKI EOOD,,42.4234031,25.6355909,1,UL.PATRARX EVTIMIJ,84,,STARA ZAGORA,BG,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,
462,MR IVAN RILSKI EOOD GORNA ORYAHOVITSA,,43.1161626,25.6984162,1,VPR,72,,GORNA ORYAHOVITSA,BG,Bulgaria,231,,,,,,,,,,01/01/12,16/04/2020,
463,MR JOHN RILSKI OOD,,42.4838555,26.496352,1,BULGARIAN,2,,YAMBOL,BG,Bulgaria,63,,,,,,,,,,01/01/12,16/04/2020,
464,MR ANNA VARNA AD,,43.2137306,27.9164261,1,BUL.CAR EXEMPTED COLLECTOR,100,,VARNA,BG,Bulgaria,418,,,,,,,,,,01/01/12,16/04/2020,
465,"MPHAT, ANNA SOFIA AD",,42.659906,23.3718896,1,"G.K.YOUTH 1,  ULVSKOG",1,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
466,WORLD BOGORDITSA OOD,,42.6987199,23.3437666,1,PL,46,,SOFIA,BG,Bulgaria,15,,,,,,,,,,01/01/12,16/04/2020,
467,MPHAL WORLD EKATERINA DIMITROVGRAD EOOD,,42.0509657,25.5888319,1,UL.HOH.BOTTEV,29,,DIMITROVGRAD,BG,Bulgaria,125,,,,,,,,,,01/01/12,16/04/2020,
468,WORLD EKATERINA OOD,,42.2015007,24.3381017,1,UL.FREEDOM,17,,PAZARDZHIK,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
469,MR KORIADT EAD,,42.1222434,24.7467363,1,BUL.NIKOLOA VAPTSAROV,23A,,PLOVDIV,BG,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,
470,MPHAT THE WORLD MARINA EAD,,43.2270766,27.9353142,1,UL.HRWTO SMIRNENSKI,1,,VARNA,BG,Bulgaria,1043,,,,,,,,,,01/01/12,16/04/2020,
471,MR PETKA AD,,43.9985569,22.8776067,1,UL.CAR SIMEON VELIKI,119,,VIDIN,BG,Bulgaria,300,,,,,,,,,,01/01/12,16/04/2020,
472,HYPERLINK” HTTP://EUROPA.EU.INT/COMM/COMMISSION_BARROSO/KALLAS/CABINET/POTS/DOC/EF@@,,42.4945202,26.0212362,1,U.FRESH ENEV,1,,NOVA ZAGORA,BG,Bulgaria,78,,,,,,,,,,01/01/12,16/04/2020,
473,SOFIA EOOD,,42.6598745,23.2847151,1,BUL.BULGARIA,104,,SOFIA,BG,Bulgaria,107,,,,,,,,,,01/01/12,16/04/2020,
474,MR BELGIQUE EOOD,,41.5705568,23.2853401,1,PARK AREA,,,SANDANSKI,BG,Bulgaria,149,,,,,,,,,,01/01/12,16/04/2020,
475,MILAN IVAN RILSKI EOOD,,42.261867,23.1139255,1,UL.TSVETAND GEORGI,2,,DUPNITSA,BG,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,
476,SAINT IVAN RILSKI RAZGRAD,,43.5312203,26.5333128,1,KUL.COSTA PETROV,2,,RAZGRAD,BG,Bulgaria,322,,,,,,,,,,01/01/12,16/04/2020,
477,MBAL SVETI MINE,,42.136152,24.7429168,1,UL.IVAN VASOV,59,,PLOVDIV,BG,Bulgaria,177,,,,,,,,,,01/01/12,16/04/2020,
478,MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,,43.8274373,23.2327795,1,2,,,LOM,BG,Bulgaria,257,,,,,,,,,,01/01/12,16/04/2020,
479,MR SVETI PANTALIMEN-PLEVEN OOD,,43.4020172,24.6424815,1,"J.COMPANY,  CL",24,,PLEVEN,BG,Bulgaria,170,,,,,,,,,,01/01/12,16/04/2020,
480,VIANALYISMOH-SOFIA АД,,42.6444873,23.375245,1,['G.K.YOUTH 1'],,,SOFIA,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
481,MAL-ST PANELAITON — PLOVDIV EOOD,,42.1215392,24.750185600000002,1,BUL.NIKOLOA VAPTSAROV,9,,PLOVDIV,BG,Bulgaria,246,,,,,,,,,,01/01/12,16/04/2020,
482,МИТНИЦИ ПАЗАР АД,,42.4883099,26.5154439,1,MR OPOULOS OF HITOV,30,,YAMBOL,BG,Bulgaria,292,,,,,,,,,,01/01/12,16/04/2020,
483,SVILENGRAD EOOD,,41.7785848,26.2042058,1,UL.SAN STEFANO,1,,SVILENGRAD,BG,Bulgaria,126,,,,,,,,,,01/01/12,16/04/2020,
484,MBAL SVOGE EOOD,,42.9640975,23.3401752,1,UL.STAROLISKA,4,,SVOGE,BG,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,
485,MBA SERDIKA EOOD,,42.6965713,23.3140773,1,UL.DAMTN GRUEV,6,,SOFIA,BG,Bulgaria,102,,,,,,,,,,01/01/12,16/04/2020,
486,MPHAL SILISTRA AD,,44.1102063,27.2636032,1,UL.PETER MUTAFCHIEV,80,,SILISTRA,BG,Bulgaria,294,,,,,,,,,,01/01/12,16/04/2020,
487,MBAL HITI CARDIOLOGY CENTRE EOOD,,42.6402058,23.3181328,1,OUTLET,127,,SOFIA,BG,Bulgaria,84,,,,,,,,,,01/01/12,16/04/2020,
488,OOD,,42.6669197,23.3642185,1,BUL.D.M.DIMITROV,16,,SOFIA,BG,Bulgaria,392,,,,,,,,,,01/01/12,16/04/2020,
489,MBAL SREDETS,,42.3409849,27.1826005,1,− − − − − − − − − − − − − − − − − − − − − − − − − − −,,,SREDETS,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
490,IBAT NIKOLOV OOD,,42.4935313,24.1855538,1,UL.GEORGI BENKOVSKI,100,,PANAGYURISHTE,BG,Bulgaria,157,,,,,,,,,,01/01/12,16/04/2020,
491,MR ANGEL PETEV EOOD,,42.9195693,24.2556989,1,ULL DIMITER BLAGOEV,62,,TETEVEN,BG,Bulgaria,97,,,,,,,,,,01/01/12,16/04/2020,
492,SOFIA PLOVDIV AD,,42.6648764,23.3251226,1,BUL.NIKOLOA VAPTSAROV,51B,,SOFIA,BG,Bulgaria,526,,,,,,,,,,01/01/12,16/04/2020,
493,MBAL TRACISUM OOD,,42.140287,24.7514758,1,"KUL.CAR,  BORIS III CONNECTOR",126,,PLOVDIV,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
494,MBAL TROYAN EOOD,,42.8909952,24.7074795,1,30,,,TROYAN,BG,Bulgaria,125,,,,,,,,,,01/01/12,16/04/2020,
495,MBAL TUTRAKAN EOOD,,44.0440131,26.5951109,1,UL.TRANSMARISKA,101,,TUTRAKAN,BG,Bulgaria,98,,,,,,,,,,01/01/12,16/04/2020,
496,MR VOLUCCI AD,,43.2423736,26.5621358,1,['KC.ZAGAAD'],,,TARGOVISHTE,BG,Bulgaria,402,,,,,,,,,,01/01/12,16/04/2020,
497,DIMITAR JAL HADZHI DIMITAR OOD,,42.6805385,26.3110059,1,ULL DIMITER PHAHLEBANESE,5,,GR. SLIVEN,BG,Bulgaria,171,,,,,,,,,,01/01/12,16/04/2020,
498,MBAL HARMANLI,,41.922349,25.9003651,1,UL.VASSILL LEVSKI,66,,HARMANLI,BG,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,
499,MPHAT HASKOVO AD,,41.9328854,25.5655289,1,BUL.SINGLE,49,,HASKOVO,BG,Bulgaria,370,,,,,,,,,,01/01/12,16/04/2020,
500,MPHAL HIGIA AD,,42.1900032,24.3330592,1,VUL.FR.IVAN RILSKI,3,,PAZARDZHIK,BG,Bulgaria,130,,,,,,,,,,01/01/12,16/04/2020,
501,MR MPHAN OOD,,41.9330131,25.564338,1,UL.STEFAN STAMBOLOV,2,,HASKOVO,BG,Bulgaria,54,,,,,,,,,,01/01/12,16/04/2020,
502,BUL. HRISTO BOTEV AD VRATSA,,43.1975701,23.5610014,1,UL.WARTORI JUNE 66,,,VRATSA,BG,Bulgaria,378,,,,,,,,,,01/01/12,16/04/2020,
503,MERNA YOANA EOOD,,42.6835829,26.3064462,1,UL.BULAIR,49,,GR. SLIVEN,BG,Bulgaria,47,,,,,,,,,,01/01/12,16/04/2020,
504,MR JOANNA-REVADIA EOOD,,43.175467,27.437346,1,UL.JELEZ IORDANOV,1,,VARNA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
505,TOWN AND COUNTRY OF ASSOCIATION HOSJAL OOD,,42.1384274,24.7399342,1,"['UL.ILIP MACEDONIAN', ' 37']",,,PLOVDIV,BG,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,
506,MBAL CHERVEN BRYAG EOOD,,43.2734403,24.086355,1,UL.M SANDANSKI,61,,CHERVEN BRYAG,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
507,BLACK SEA BLACK SEA — BURGAS OOD,,42.4632844,27.4206948,1,['G.MEDICIAL MINE'],,,BURGAS,BG,Bulgaria,212,,,,,,,,,,01/01/12,16/04/2020,
508,MBAL CHIRPAN EOOD,,42.2035989,25.3444505,1,MR GEORGI DIMITROV,,,CHIRPAN,BG,Bulgaria,93,,,,,,,,,,01/01/12,16/04/2020,
509,MPHAT SHUMEN AD,,43.2771838,26.917043,1,UL.BAA ABY-CATCH,63,,SHUMEN,BG,Bulgaria,355,,,,,,,,,,01/01/12,16/04/2020,
510,MR JPHAN DOHWSKA — WHITE EOOD,,43.4583784,25.7485843,1,UL.VASSILL LEVSKI,62,,WHITE,BG,Bulgaria,105,,,,,,,,,,01/01/12,16/04/2020,
511,MALN SV. NAUM EAD,,42.6675272,23.3623141,1,"G.K.IV-ADMINISTRATIVE KILOMETRE,  UL.LUBEN RUSEV",1,,SOFIA,BG,Bulgaria,230,,,,,,,,,,01/01/12,16/04/2020,
512,QRM VITA EOOD,,42.0316594,23.9844203,1,UL.PUSHKIN,2,,VELINGRAD,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
513,MRBLQ WORLD BOGORDITSA EOOD,,41.8988073,24.7470742,1,NSTUENSKI BATHS,,,NARECHENSKI BATHS,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
514,MINISTRY OF THE INTERIOR,,42.6935433,23.3082783,1,BUL.STOGELEV,79,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
515,MOBAL E-P STEFAN CHERKEZOV AD,,43.0752831,25.6139266,1,UL.NRIA,1,,VELIKO TARNOVO,BG,Bulgaria,370,,,,,,,,,,01/01/12,16/04/2020,
516,MTB PLOVDIV,,42.1271054,24.7168887,1,UL.COLOHEVER,,,PLOVDIV,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
517,"NMW, BORIS III",,42.7127654,23.3182669,1,BUL.KNIYGINYA MARIA LOUISA,108,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
518,NSBFTR EAD,,42.6764449,23.2697994,1,BUL.OVA CUPEL,2C,,SOFIA,BG,Bulgaria,96,,,,,,,,,,01/01/12,16/04/2020,
519,FIFTH SOFIA EAD,,42.7132423,23.3121514,1,BUL.STOLOETOV,67A,,SOFIA,BG,Bulgaria,414,,,,,,,,,,01/01/12,16/04/2020,
520,SOFIA — GENERAL SOFIA EAD,,42.6990826,23.2890737,1,MR UL.MEHOLAKI TISHEV,2,,SOFIA,BG,Bulgaria,264,,,,,,,,,,01/01/12,16/04/2020,
521,FIRST IBLE SOFIA EAD,,42.6883425,23.3224994,1,BUL.TARYARX EVTIMIJ,37,,SOFIA,BG,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,
522,FIRST PRIVATE MBAL EOOD,,43.1966354,23.5626349,1,KUL.SKACYZ,6,,VRATSA,BG,Bulgaria,66,,,,,,,,,,01/01/12,16/04/2020,
523,SAKGAL D-R SOVEV EOOD,,42.7000604,23.2875448,1,"J.DSADNICA,  UL.XILWTO BLAGOEV",25-31,,SOFIA,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
524,SARGAL EVA EOOD,,42.6922737,26.3432032,1,UL.ICAL ROAD,11,,GR. SLIVEN,BG,Bulgaria,77,,,,,,,,,,01/01/12,16/04/2020,
525,SGAGALE’S HOME EOOD,,43.2202124,27.9264414,1,UL.IR,1,,VARNA,BG,Bulgaria,48,,,,,,,,,,01/01/12,16/04/2020,
526,DR. E. STAMATOV VARNA EOOD,,43.215529,27.9141247,1,BUL.CAR EXEMPTED COLLECTOR,150,,VARNA,BG,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,
527,MR JOHN PAUL OOD,,42.7131241,23.3127522,1,BUL.STOLOETOV,67A,,SOFIA,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
528,SBAL OF UNGMP SV.KZOMA AND DAMYAN OOD,,42.1303399,24.7791052,1,J.K.B.191.,,,PLOVDIV,BG,Bulgaria,25,,,,,,,,,,01/01/12,16/04/2020,
529,SHEARTED BY VISION,,42.6808146,23.310357,1,"KC.IVAN VASOV,  UL.BALSA",5,,SOFIA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
530,ELECTRICAL ORTHOPAEDICO PROF BOYCHO BOYCHEV EAD,,42.67454,23.2473493,1,BUL.NIKOLA PETKOV,56,,SOFIA,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
531,HYPERLINK” HTTP://EUROPA.EU.INT/COMM/COMMISSION_BARROSO/KALLAS/CABINET/S.CFM?VIEW=@@,,43.213582099999996,27.918148,1,BUL.CAR EXEMPTED COLLECTOR,100,,VARNA,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
532,CARDIOLOGY VELIKO TURNOVO EAD,,43.0850315,25.6321657,1,BUL.BULGARIA,38,,VELIKO TARNOVO,BG,Bulgaria,54,,,,,,,,,,01/01/12,16/04/2020,
533,CARDIOLOGY YAMBOL EAD,,42.4869491,26.5171847,1,ULL DIMITER BLAGOEV,69,,YAMBOL,BG,Bulgaria,38,,,,,,,,,,01/01/12,16/04/2020,
534,LCH EOOD,,42.6845412,23.3054352,1,"ECHA,  SOFIA",1,,SOFIA,BG,Bulgaria,35,,,,,,,,,,01/01/12,16/04/2020,
535,SGEL POIMDE OOD,,42.7000505,23.3070096,1,DOMESTIC CONTROL,47,,SOFIA,BG,Bulgaria,31,,,,,,,,,,01/01/12,16/04/2020,
536,ST SVETI LAZAR OOD,,42.6593715,23.3363825,1,BUL.SIMEOZOVOCS ROAD,,,SOFIA,BG,Bulgaria,31,,,,,,,,,,01/01/12,16/04/2020,
537,SBALD — MOTHER HOUSE EAD,,42.6834449,23.3115184,1,UL.HEALTH,2,,SOFIA,BG,Bulgaria,390,,,,,,,,,,01/01/12,16/04/2020,
538,SBALD WORLD MARINA OOD,,43.4098819,24.6209139,1,UL.CAR SIMEON,23,,PLEVEN,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
539,SBALD SELENIUM LTD,,42.1346006,24.7094429,1,BUL.PENCHEROCS ROAD,80,,PLOVDIV,BG,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,
540,WWALD FERTILISER,,42.1507019,24.7431529,1,ULL DIMITER TZONCHEV,5,,PLOVDIV,BG,Bulgaria,35,,,,,,,,,,01/01/12,16/04/2020,
541,SBALGRM SOFIA OOD,,42.6573792,23.3529344,1,"['PAȘCU', ' 5B']",,,SOFIA,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
542,SBALB PERNIK EOOD,,42.5838367,23.020944,1,M-T.ROOT BRDO,,,PERNIK,BG,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,
543,SOFIA WORLD EAD,,42.6821475,23.3028817,1,BUL.AKAE.IV.GUIA,19,,SOFIA,BG,Bulgaria,171,,,,,,,,,,01/01/12,16/04/2020,
544,SBALB GABROVO EOOD,,42.8439008,25.3145385,1,CC.DAIE DYANKO,,,GR. GABROVO,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
545,SBALB TROYAN EOOD,,42.8975505,24.7114277,1,UL.VASSILL LEVSKI,253,,TROYAN,BG,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,
546,SBALVB TOPOLOVGRAD EOOD,,42.0840427,26.330291,1,UL.MUTUS,1,,TOPOLOVGRAD,BG,Bulgaria,20,,,,,,,,,,01/01/12,16/04/2020,
547,SBALB GODECH EOOD,,43.0161679,23.0430079,1,1,,,GODECH,BG,Bulgaria,25,,,,,,,,,,01/01/12,16/04/2020,
548,SGALDAR E-P MALINOV OOD,,42.6751868,23.2893527,1,BUL.GOKE DELCHEV,46,,SOFIA,BG,Bulgaria,15,,,,,,,,,,01/01/12,16/04/2020,
549,AUSTRIAN VERTEBRAL CENTRE AD,,42.6846378,23.3038044,1,"BUL.GEOGHI,  SOFIA",3,,SOFIA,BG,Bulgaria,21,,,,,,,,,,01/01/12,16/04/2020,
550,DR LECCHOVA EOOD,,43.2309071,27.8786927,1,BUL.BULGARIA MEDICAL COMPLEX MLADOST,,,VARNA,BG,Bulgaria,35,,,,,,,,,,01/01/12,16/04/2020,
551,SBALDB PROF.IV.METI EAD,,42.6839457,23.3020878,1,UL.ACAE.IVAN GEHOV,11,,SOFIA,BG,Bulgaria,107,,,,,,,,,,01/01/12,16/04/2020,
552,SBALDOHZ SOFIA EOOD,,42.7003245,23.3394778,1,UL.BRALOROSEA,8,,SOFIA,BG,Bulgaria,36,,,,,,,,,,01/01/12,16/04/2020,
553,SBALIPB PROF IS KIROV EAD,,42.6812957,23.3033645,1,BUL.AKAE.IV.GUIA,17,,SOFIA,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
554,SBALK EAD,,43.4082042,24.6052337,1,"['UL.GENEIRA VLADIMIR VASOV', ' 91']",,,PLEVEN,BG,Bulgaria,36,,,,,,,,,,01/01/12,16/04/2020,
555,SBALK CARDIOLION OOD,,43.2309149,27.8786927,1,"['BUL.REPUBLIC', ' MLADOST MEDICAL CENTRE']",,,VARNA,BG,Bulgaria,16,,,,,,,,,,01/01/12,16/04/2020,
556,SBALK CARDIO-POISON OOD,,42.5132937,27.4664801,1,UL.STEFAN STAMBOLOV,73,,BURGAS,BG,Bulgaria,31,,,,,,,,,,01/01/12,16/04/2020,
557,SBALK MADARA EAD,,43.2771663,26.9170886,1,UL.BAA ABY-CATCH,63,,SHUMEN,BG,Bulgaria,36,,,,,,,,,,01/01/12,16/04/2020,
558,SBALK MEDIA KRAC,,43.8587377,25.9605002,1,COUNTED,2,,RUSE,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
559,SBALB SVETI GEORGI EOOD,,43.4016645,23.2390666,1,BUL.ALEKSANDER STAMBOLIYSKI,,,MONTANA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
560,SBALO EAD,,42.6605688,23.3600664,1,STORAGE FIELD,6,,SOFIA,BG,Bulgaria,242,,,,,,,,,,01/01/12,16/04/2020,
561,SBALO SVETI MINE,,42.0074805,23.0848289,1,BUL.BAA LEVSKI,62,,BLAGOEVGRAD,BG,Bulgaria,81,,,,,,,,,,01/01/12,16/04/2020,
562,SBALO HASKOVO EOOD,,41.9329173,25.5655074,1,BUL.SINGLE,49,,HASKOVO,BG,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,
563,SBALOR D-P MARCO ANTONOV MARKOV VARNA EOOD,,43.2153062,27.9181641,1,BUL.CAR EXEMPTED COLLECTOR,100,,VARNA,BG,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,
564,SBALOR ARC EOOD,,42.6880053,23.2932016,1,['J.K.LAGERA'],,,SOFIA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
565,SBALOR EOOD,,42.6555862,23.3714122,1,BUL.ANDREY SAKHAROV,1,,SOFIA,BG,Bulgaria,48,,,,,,,,,,01/01/12,16/04/2020,
566,SGDTA OOD,,42.7123121,23.31581,1,BUL.MARIA LOUISA,191,,SOFIA,BG,Bulgaria,15,,,,,,,,,,01/01/12,16/04/2020,
567,SOFIA REGION EOOD,,42.7132423,23.3121622,1,BUL.STOLOETV,67,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
568,SBALOF VITOSHA EOOD,,42.6423525,23.3342314,1,BUL.SIMEOZOVOCS ROAD,108B,,SOFIA,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
569,SBALNTR EOOD,,42.0232674,23.0919313,1,UL.CAANCO ZERWSKI,4,,BLAGOEVGRAD,BG,Bulgaria,41,,,,,,,,,,01/01/12,16/04/2020,
570,SBALPFZ BURGAS EOOD,,42.500631,27.4769837,1,GUEN.GUEN.GUGU.GU.GU.GU.GEN.GU.GU.GEN.GU.GU.G@@,,,BURGAS,BG,Bulgaria,72,,,,,,,,,,01/01/12,16/04/2020,
571,SBALPFZ VARNA EOOD,,43.2099656,27.8911221,1,UL.MANUCH VOYVODA,11A,,VARNA,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
572,SBALPFAA E P TRIMANN EOOD,,43.0737313,25.6431252,1,KUL.HIUM CARAMINOKOV,19,,VELIKO TARNOVO,BG,Bulgaria,35,,,,,,,,,,01/01/12,16/04/2020,
573,SBALPFZ EOOD,,42.18356,24.3421197,1,BLUEFIN,15,,PAZARDZHIK,BG,Bulgaria,36,,,,,,,,,,01/01/12,16/04/2020,
574,SBALPFZ EOOD,,41.9294133,25.512169,1,MR V.BOOLRECEQS,,,HASKOVO,BG,Bulgaria,50,,,,,,,,,,01/01/12,16/04/2020,
575,SBALPFZ RUSE EOOD,,43.858231,25.9625548,1,LULE LILY,1,,RUSE,BG,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,
576,SBALPFCA SOFIA REGION,,42.7059204,23.3334294,1,BUL.CONTROLACTIVITYA,309,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
577,SBALPFZ STARA ZAGORA EOOD,,42.4240663,25.611797,1,UL.ARMESKA,11,,STARA ZAGORA,BG,Bulgaria,50,,,,,,,,,,01/01/12,16/04/2020,
578,SGPFD-VRAVA EOOD,,43.19836,23.562541,1,UL.GEN. ELONOV,93,,VRATSA,BG,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,
579,GULF OF AMERICA EKATERINA SAD,,42.6850105,23.3120763,1,BUL.PENCH SLAVEIKOV,52A,,SOFIA,BG,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,
580,MR DIMITAR ŠOILEV EAD,,42.6641388,23.3448261,1,BUL.NIKOLA GABROVSKI,1,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
581,SBALJVS MEDIA LTD,,43.8587377,25.9605002,1,COUNTED,2,,RUSE,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
582,SBALHY EAD,,42.6605688,23.3600664,1,STORAGE FIELD,6,,SOFIA,BG,Bulgaria,82,,,,,,,,,,01/01/12,16/04/2020,
583,SBR STAMBOLIYSKI EOOD,,42.1373534,24.5344126,1,BUL.DRNAIN,34,,STAMBOLIYSKI,BG,Bulgaria,45,,,,,,,,,,01/01/12,16/04/2020,
584,SBTP IVAN REB SOPOT EOOD,,42.6509306,24.7507542,1,UL.3-TI MARCH 20,,,“SOPOT”,BG,Bulgaria,50,,,,,,,,,,01/01/12,16/04/2020,
585,RDPL MALKO EOOD,,41.9772071,27.5219536,1,UL.CNS BORIS,52,,MALKO TARNOVO,BG,Bulgaria,20,,,,,,,,,,01/01/12,16/04/2020,
586,SBLBB ROMAN EOOD,,43.1590498,23.9233625,1,ULL DIMITER BLAGOEV,2,,ROMAN,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
587,SBRCDES RADUNGI EOOD,,42.6799194,25.5962133,1,SG RADUNDS,,,RADUNTSI,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
588,ESBR BOILER EOOD,,42.8923472,26.4356053,1,CLOSI-CLOSED,85,,BOILER,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
589,SDPLERPET EOOD,,41.8474703,26.0776162,1,PARAMOUNT STATES OF THE UNITED STATES,38,,LYUBIMETZ,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
590,SBLQ BUHOVO EOOD,,42.7614957,23.5592043,1,"SAMPLED,  VELKO",2,,BUHOVO,BG,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,
591,SBS KREMIKOVTSI EOOD,,42.7846929,23.5007644,1,"KC.KSIMINOWSKI,  ULA LEVSKI",2,,SOFIA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
592,RDPLP PERNIK EOOD,,42.5915343,23.0303049,1,PL,102,,PERNIK,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
593,SBRLVB MEZDRA EOOD,,43.1322273,23.7021822,1,UL.MANDATESRIZESE,100,,MEZDRA,BG,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,
594,BULGARIAN SOFIA EOOD,,42.693977,23.2924479,1,RENEWABLE,1,,SOFIA,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
595,RFLQ KOSTENETS EOOD,,42.3060585,23.8628572,1,URBAN ROAD,56,,KOSTENETS,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
596,SBRL PANCHAREVO EOOD,,42.581771,23.4255874,1,ULVSKOG,1,,MR PANCHARIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
