hospital_name,site_name,street,house_number,postcode,city,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments,x,y
"NORDLANDSSYKEHUSET, GRAVDAL, RØNTGEN",NORDLANDSSYKEHUSET HF,SYKEHUSBAKKEN,23,8372,GRAVDAL,Norway,,,,,,public,,,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=993573183,01/01/2020,16/04/2020,,4469587,5003493
"NORDLANDSSYKEHUSET, STOKMARKNES, RØNTGEN",NORDLANDSSYKEHUSET HF,SØNDRE GATE,19,8450,STOKMARKNES,Norway,,,,,,public,,,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=993573396,01/01/2020,16/04/2020,,4523373,5055505
"VESTRE VIKEN, ARA, SEKSJON FOR AVGIFTNING BÆRUM",VESTRE VIKEN HF,SYKEHUSVEIEN,34,1346,GJETTUM,Norway,,,,,,public,,67 52 37 70,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=993784060,01/01/2020,16/04/2020,,4349739,4088706
"BORGESTADKLINIKKEN BLÅ KORS, SKIEN",PRIVATE BEHANDLINGSSTEDER,KONGENS GATE,33,3717,SKIEN,Norway,,,,,,private,,35 90 47 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=994462148,01/01/2020,16/04/2020,,4298481,4012414
IDRETTENS HELSESENTER,PRIVATE BEHANDLINGSSTEDER,EKEBERGVEIEN,101,1178,OSLO,Norway,,,,,,private,,98702033,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=994679627,01/01/2020,16/04/2020,,4365054,4087488
"HELSE NORD TRØNDELAG, SYKEHUSET LEVANGER, REHABILITERING OG HABILITERING",HELSE NORD-TRØNDELAG HF,KIRKEGATA,2,7600,LEVANGER,Norway,,,,,,public,,74 09 80 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=994958682,01/01/2020,16/04/2020,,4385010,4515862
"HELSE NORD TRØNDELAG, BILDEDIAGNOSTIKK SYKEHUSET NAMSOS",HELSE NORD-TRØNDELAG HF,HAVIKVEGEN,8,7803,NAMSOS,Norway,,,,,,public,,74 09 80 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=994959018,01/01/2020,16/04/2020,,4393857,4596861
"HELSE NORD TRØNDELAG, BILDEDIAGNOSTIKK SYKEHUSET LEVANGER",HELSE NORD-TRØNDELAG HF,KIRKEGATA,2,7600,LEVANGER,Norway,,,,,,public,,74 09 80 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=994959700,01/01/2020,16/04/2020,,4385010,4515862
"AKERSHUS UNIVERSITETSSYKEHUS, AVDELING FOR ALDERSPSYKIATRI",AKERSHUS UNIVERSITETSSYKEHUS HF,BRENNAVEIEN,18,1481,HAGAN,Norway,,,,,,public,,67 05 77 70,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995150999,01/01/2020,16/04/2020,,4372078,4099346
"AKERSHUS UNIVERSITETSSYKEHUS, NORDBYHAGEN, VOKSENHABILITERING",AKERSHUS UNIVERSITETSSYKEHUS HF,REKTOR WOLANS VEI,9,1478,LØRENSKOG,Norway,,,,,,public,,67 96 84 50,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995151022,01/01/2020,16/04/2020,,4376697,4093035
"HELSE FONNA, HAUGESUND SJUKEHUS, RØNTGEN",HELSE FONNA HF,KARMSUNDGATA,120,5528,HAUGESUND,Norway,,,,,,public,,52 73 20 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995237296,01/01/2020,16/04/2020,,4052535,4043161
"HELSE FONNA, STORD SJUKEHUS, RØNTGEN",HELSE FONNA HF,TYSEVEGEN,,5416,STORD,Norway,,,,,,public,,53 49 10 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995237318,01/01/2020,16/04/2020,,4068485,4084610
"HELSE FONNA, ODDA SJUKEHUS, RØNTGEN",HELSE FONNA HF,SJUKEHUSVEGEN,10,5750,ODDA,Norway,,,,,,public,,53 49 10 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995237334,01/01/2020,16/04/2020,,4128424,4111163
"HELSE FONNA, KARMØY DPS, UNGDOM",HELSE FONNA HF,ASALDALVEGEN,1,4250,KOPERVIK,Norway,,,,,,public,,52 73 43 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995457938,01/01/2020,16/04/2020,,4051769,4029103
REHABILITERING VEST,PRIVATE BEHANDLINGSSTEDER,KARMSUNDGATA,134,5528,HAUGESUND,Norway,,,,,,private,,52 80 50 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995765691,01/01/2020,16/04/2020,,4052536,4043277
ALERIS BODØ,PRIVATE BEHANDLINGSSTEDER,MOLOVEIEN,18,8003,BODØ,Norway,,,,,,private,,75 80 19 10,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=995818728,01/01/2020,16/04/2020,,4511195,4913128
ULLEVÅL HAGEBY HJERTESENTER,PRIVATE BEHANDLINGSSTEDER,MØLLESVINGEN,2,0854,OSLO,Norway,,,,,,private,,95014504,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996087212,01/01/2020,16/04/2020,,4362071,4094145
"SYKEHUSET ØSTFOLD, KALNES, RØNTGEN",SYKEHUSET ØSTFOLD HF,KALNESVEIEN,300,1714,GRÅLUM,Norway,,,,,,public,,69 86 00 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996268004,01/01/2020,16/04/2020,,4379595,4024567
"SYKEHUSET ØSTFOLD, MOSS, RØNTGEN",SYKEHUSET ØSTFOLD HF,PEER GYNTS VEI,78,1535,MOSS,Norway,,,,,,public,,69 86 00 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996268012,01/01/2020,16/04/2020,,4360586,4038690
"SYKEHUSET ØSTFOLD, ASKIM, RØNTGEN",SYKEHUSET ØSTFOLD HF,SYKEHUSGATA,2,1807,ASKIM,Norway,,,,,,public,,69 86 00 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996268047,01/01/2020,16/04/2020,,4386762,4054608
"ST. OLAVS HOSPITAL, RUSKLINIKKEN KLOSTERGATA",ST. OLAVS HOSPITAL HF,KLOSTERGATA,46,7030,TRONDHEIM,Norway,,,,,,public,,73 86 28 60,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996320731,01/01/2020,16/04/2020,,4340612,4480036
"HELSE FONNA, STORD SJUKEHUS, REHABILITERING",HELSE FONNA HF,TYSEVEGEN,64,5416,STORD,Norway,,,,,,public,,53 49 10 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996328112,01/01/2020,16/04/2020,,4068574,4084871
HELSEHUSET KONGSBERG,PRIVATE BEHANDLINGSSTEDER,SANDSVÆRVEIEN,228,3615,KONGSBERG,Norway,,,,,,private,,32 73 25 80,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996416720,01/01/2020,16/04/2020,,4300717,4060115
"FOSSUMKOLLEKTIVET, PRIMÆREN, GUTTER",PRIVATE BEHANDLINGSSTEDER,OSLOVEIEN,180,1433,ÅS,Norway,,,,,,private,,69 83 31 15,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996627985,01/01/2020,16/04/2020,,4363480,4063295
UNILABS RØNTGEN HAMAR,PRIVATE BEHANDLINGSSTEDER,MIDTSTRANDA,92,2321,HAMAR,Norway,,,,,,private,,21 00 08 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996629252,01/01/2020,16/04/2020,,4381505,4189028
HELSE BERGEN HF RADIOLOGISK AVDELING HAUKELAND,HELSE BERGEN,JONAS LIES VEI,65,5021,BERGEN,Norway,,,,,,public,,,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996663191,01/01/2020,16/04/2020,,4064183,4149954
HELSE BERGEN HF AVDELING FOR RUSMEDISIN SEKSJON TERTNES,HELSE BERGEN,TERTNESVEIEN,35,5113,TERTNES,Norway,,,,,,public,,55 97 50 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=996709124,01/01/2020,16/04/2020,,4062228,4159121
"NORDLANDSSYKEHUSET, SALTEN DPS, KORTTIDSENHET RUS",NORDLANDSSYKEHUSET HF,KLØVERÅSVEIEN,1,8076,BODØ,Norway,,,,,,public,,75 50 16 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997018435,01/01/2020,16/04/2020,,4513915,4913830
"NORDLANDSSYKEHUSET, SALTEN DPS, BODØ",NORDLANDSSYKEHUSET HF,KLØVERÅSVEIEN,1,8076,BODØ,Norway,,,,,,public,,75 50 16 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997695038,01/01/2020,16/04/2020,,4513915,4913830
"HELSE NORD TRØNDELAG, AVDELING FOR RUS OG AVHENGIGHET, NAMSOS",HELSE NORD-TRØNDELAG HF,HAVIKVEGEN,8,7803,NAMSOS,Norway,,,,,,public,,74 09 80 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997781376,01/01/2020,16/04/2020,,4393857,4596861
LHL-KLINIKKENE NÆRLAND,PRIVATE BEHANDLINGSSTEDER,GRENSEVEGEN,12,4365,NÆRBØ,Norway,,,,,,private,,51798270,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997808347,01/01/2020,16/04/2020,,4063112,3961512
"HELGELANDSSYKEHUSET, PSYKIATRISK SENTER MO I RANA, RUS",HELGELANDSSYKEHUSET HF,SØSTERVEIEN,2,8613,MO,Norway,,,,,,public,,75 12 52 70,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997810287,01/01/2020,16/04/2020,,4509975,4807298
"STAVANGER UNIVERSITETSSJUKEHUS, RØNTGEN",HELSE STAVANGER HF,GERD-RAGNA BLOCH THORSENS GATE,8,4011,STAVANGER,Norway,,,,,,public,,,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997878892,01/01/2020,16/04/2020,,4075069,3990854
"SYKEHUSET I VESTFOLD HF, BARNE- OG UNGDOMSPSYKIATRISK AVD. TØNSBERG - KORTEN",SYKEHUSET I VESTFOLD HF,ANTON JENSSENS GATE,2,3125,TØNSBERG,Norway,,,,,,public,,33 34 67 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997934091,01/01/2020,16/04/2020,,4343957,4019803
"SYKEHUSET I VESTFOLD HF, RADIOLOG OG LABORATORIET, TØNSBERG",SYKEHUSET I VESTFOLD HF,HALFDAN WILHELMSENS ALLE,17,3116,TØNSBERG,Norway,,,,,,public,,33 34 20 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997934237,01/01/2020,16/04/2020,,4344869,4019170
"HELSE STAVANGER, LEGEMIDDELASSISTERT REHABILITERING (LAR)",HELSE STAVANGER HF,LAGÅRDSVEIEN,78,4010,STAVANGER,Norway,,,,,,public,,51 51 29 38,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997969154,01/01/2020,16/04/2020,,4075566,3991463
"HELSE STAVANGER, VEKSTHUSET ROGALAND",HELSE STAVANGER HF,BRUNESVEIEN,69,4322,SANDNES,Norway,,,,,,public,,904 18 385,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997969227,01/01/2020,16/04/2020,,4070652,3975375
"AKERSHUS UNIVERSITETSSYKEHUS, ARA, FOLLO DØGN",AKERSHUS UNIVERSITETSSYKEHUS HF,VESTVEIEN,15,1423,SKI,Norway,,,,,,public,,90 78 16 86,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997980859,01/01/2020,16/04/2020,,4367753,4068531
"AKERSHUS UNIVERSITETSSYKEHUS, ARA, FOLLO POLIKLINIKK",AKERSHUS UNIVERSITETSSYKEHUS HF,ÅSENVEIEN,3,1400,SKI,Norway,,,,,,public,,64 85 22 22,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=997980875,01/01/2020,16/04/2020,,4368268,4068887
"HELSE FØRDE, FØRDE SENTRALSJUKEHUS, RØNTGEN",HELSE FØRDE HF,SVANEHAUGVEGEN,2,6812,FØRDE,Norway,,,,,,public,,57 83 90 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998134587,01/01/2020,16/04/2020,,4101109,4268193
"HELSE FØRDE, NORDFJORD SJUKEHUS, RØNTGEN",HELSE FØRDE HF,SJUKEHUSVEGEN,14,6770,NORDFJORDEID,Norway,,,,,,public,,57 86 40 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998134609,01/01/2020,16/04/2020,,4108966,4318796
"HELSE FØRDE, LÆRDAL SJUKEHUS, RØNTGEN",HELSE FØRDE HF,SJUKEHUSVEGEN,9,6887,LÆRDAL,Norway,,,,,,public,,57 64 00 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998134633,01/01/2020,16/04/2020,,4186239,4224546
"OSLO UNIVERSITETSSYKEHUS, AKER, RØNTGEN",OSLO UNIVERSITETSSYKEHUS HF,TRONDHEIMSVEIEN,235,0586,OSLO,Norway,,,,,,public,,22 89 40 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998153476,01/01/2020,16/04/2020,,4365302,4093319
"OSLO UNIVERSITETSSYKEHUS, RADIUMHOSPITALET",OSLO UNIVERSITETSSYKEHUS HF,ULLERNCHAUSSÉEN,70,0379,OSLO,Norway,,,,,,public,,22 93 40 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998154006,01/01/2020,16/04/2020,,4358012,4092287
"OSLO UNIVERSITETSSYKEHUS, RIKSHOSPITALET, RØNTGEN",OSLO UNIVERSITETSSYKEHUS HF,SOGNSVANNSVEIEN,20,0372,OSLO,Norway,,,,,,public,,23 07 00 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998154073,01/01/2020,16/04/2020,,4361040,4094435
"OSLO UNIVERSITETSSYKEHUS, ULLEVÅL, RØNTGEN",OSLO UNIVERSITETSSYKEHUS HF,KIRKEVEIEN,166,0450,OSLO,Norway,,,,,,public,,22 11 80 80,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998154510,01/01/2020,16/04/2020,,4362310,4093144
"OSLO UNIVERSITETSSYKEHUS, NYDALEN DPS",OSLO UNIVERSITETSSYKEHUS HF,GULLHAUGVEIEN,12,0484,OSLO,Norway,,,,,,public,,23 02 33 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998158591,01/01/2020,16/04/2020,,4363924,4094784
"OSLO UNIVERSITETSSYKEHUS, ALDERSPSYKIATRISK POLIKLINIKK",OSLO UNIVERSITETSSYKEHUS HF,SOGNSVANNSVEIEN,21,0372,OSLO,Norway,,,,,,public,,22923730,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998158923,01/01/2020,16/04/2020,,4361301,4094515
"OSLO UNIVERSITETSSYKEHUS, ULLEVÅL, REHABILITERING",OSLO UNIVERSITETSSYKEHUS HF,KIRKEVEIEN,166,0450,OSLO,Norway,,,,,,public,,22 11 80 80,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998273293,01/01/2020,16/04/2020,,4362310,4093144
"HELSE FØRDE, NORDFJORD PSYKIATRISENTER, RUSPOST",HELSE FØRDE HF,SJUKEHUSVEGEN,14,6770,NORDFJORDEID,Norway,,,,,,public,,57 86 43 30,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998337178,01/01/2020,16/04/2020,,4108966,4318796
"OSLO UNIVERSITETSSYKEHUS, NASJONALT SENTER FOR HØRSEL OG PSYKISK HELSE, NSHP, GAUSTAD",OSLO UNIVERSITETSSYKEHUS HF,SOGNSVANNSVEIEN,21,0372,OSLO,Norway,,,,,,public,,22 92 35 02,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998455588,01/01/2020,16/04/2020,,4361301,4094515
MEDI 3 ÅLESUND,PRIVATE BEHANDLINGSSTEDER,KONGENS GATE,11,6002,ÅLESUND,Norway,,,,,,private,,70 11 70 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998562708,01/01/2020,16/04/2020,,4121985,4380061
HLF BRISKEBY,PRIVATE BEHANDLINGSSTEDER,RINGERIKSVEIEN,77,3402,LIER,Norway,,,,,,private,,32 22 65 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=998804760,01/01/2020,16/04/2020,,4335228,4074272
ALERIS RØNTGEN SARPSBORG,PRIVATE BEHANDLINGSSTEDER,GLOMVEIEN,6,1710,SARPSBORG,Norway,,,,,,private,,22434343,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999047963,01/01/2020,16/04/2020,,4383034,4021608
"FRELSESARMEENS RUSOMSORG, FETSUND",PRIVATE BEHANDLINGSSTEDER,FALLDALSVEIEN,411,1900,FETSUND,Norway,,,,,,private,,63 88 79 60,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999066941,01/01/2020,16/04/2020,,4387074,4096001
"OSLO UNIVERSITETSSYKEHUS, UNGDOMSSEKSJONEN PSYKISK HELSE, INTERMEDIÆR DØGNBEHANDLINGSENHET, SOGN",OSLO UNIVERSITETSSYKEHUS HF,SOGNSVANNSVEIEN,55,0372,OSLO,Norway,,,,,,public,,23 49 21 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999162002,01/01/2020,16/04/2020,,4361157,4095269
"HELSE FONNA, BUP HAUGESUND",HELSE FONNA HF,VINJES GATE,10,5522,HAUGESUND,Norway,,,,,,public,,52 73 28 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999219543,01/01/2020,16/04/2020,,4052719,4043325
"HELSE FONNA, BUP STORD/KVINNHERAD",HELSE FONNA HF,TYSEVEGEN,74,5416,STORD,Norway,,,,,,public,,53 49 12 10,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999219934,01/01/2020,16/04/2020,,4068664,4084964
"HELSE FONNA, HAUGESUND, AVRUSNINGSPOST",HELSE FONNA HF,KARMSUNDGATA,120,5528,HAUGESUND,Norway,,,,,,public,,52 73 20 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999220029,01/01/2020,16/04/2020,,4052535,4043161
UNILABS RØNTGEN SKI,PRIVATE BEHANDLINGSSTEDER,ÅSENVEIEN,3,1400,SKI,Norway,,,,,,private,,21 00 08 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999222447,01/01/2020,16/04/2020,,4368268,4068887
"VESTRE VIKEN, BÆRUM SYKEHUS, RØNTGEN",VESTRE VIKEN HF,SOGNEPREST MUNTHE-KAAS VEI,100,1346,GJETTUM,Norway,,,,,,public,,67809400,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999236677,01/01/2020,16/04/2020,,4349622,4088764
"VESTRE VIKEN, DRAMMEN SYKEHUS, RØNTGEN",VESTRE VIKEN HF,DRONNINGGATA,28,3004,DRAMMEN,Norway,,,,,,public,,32803000,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999236847,01/01/2020,16/04/2020,,4332184,4072072
"VESTRE VIKEN, KONGSBERG SYKEHUS, RØNTGEN",VESTRE VIKEN HF,DRAMMENSVEIEN,4,3612,KONGSBERG,Norway,,,,,,public,,32725500,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999236995,01/01/2020,16/04/2020,,4301603,4063375
"VESTRE VIKEN, ARA SEKSJON FOR AVGIFTNING DRAMMEN",VESTRE VIKEN HF,HAUGES GATE,89A,3019,DRAMMEN,Norway,,,,,,public,,32 86 17 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999237029,01/01/2020,16/04/2020,,4331784,4071955
"VESTRE VIKEN, RINGERIKE SYKEHUS, RØNTGEN",VESTRE VIKEN HF,ARNOLD DYBSJORDS VEI,1,3511,HØNEFOSS,Norway,,,,,,public,,32116000,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999237843,01/01/2020,16/04/2020,,4335268,4116462
12 TRINNSKLINIKKEN,PRIVATE BEHANDLINGSSTEDER,FANAFJELLSVEGEN,101,5243,FANA,Norway,,,,,,private,,55114510,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999651623,01/01/2020,16/04/2020,,4063730,4136866
"SYKEHUSET INNLANDET, DPS GJØVIK, POLIKLINIKK VALDRES",SYKEHUSET INNLANDET HF,RASKEBAKKIN,34,2910,AURDAL,Norway,,,,,,public,,91 50 62 00,,https://helsenorge.no/velg-behandlingssted/ventetider-for-behandlingssted?orgnr=999663028,01/01/2020,16/04/2020,,4289129,4202373
Uniwersytecki Szpital Kliniczny w Białymstoku,,M. Curie-Skłodowskiej,24A,15-276,Białystok,Poland,,,,,,,,85 83 18 328,sor.usk@poczta-usk.pl,,29/03/2020,16/04/2020,,5196533,3414976
WIELOSPECJALISTYCZNY SZPITAL MIEJSKI IM. JÓZEFA STRUSIA Z ZAKŁADEM OPIEKUŃCZO - LECZNICZYM. SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ Z SIEDZIBĄ W POZNANIU PRZY UL. SZWAJCARSKIEJ 3.,,Szwajcarska,3,61-285,Poznań-Nowe Miasto - Poznań,Poland,,,,,,,,618739000,dyrekcja@szpital-strusia.poznan.pl,,29/03/2020,16/04/2020,,4796381,3276215
SZPITAL POWIATOWY IM. PROF. ROMANA DREWSA,,Stefana Żeromskiego,29,64-800,Chodzież,Poland,,,,,,,,67 2826700,szpitalpowiatowy@chodziez.pl,,29/03/2020,16/04/2020,,4784582,3342016
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W CZARNKOWIE,,Kościuszki,96,64-700,Czarnków,Poland,,,,,,,,67 3528170,sekretariat@zzozczarnkow.x.pl,,29/03/2020,16/04/2020,,4761536,3329729
SZPITAL POMNIK CHRZTU POLSKI,,św. Jana,9,62-200,Gniezno,Poland,,,,,,,,61 2228300,poczta@zoz.gniezno.pl,,29/03/2020,16/04/2020,,4835413,3296806
"WOJEWÓDZKI SZPITAL DLA NERWOWO I PSYCHICZNIE CHORYCH ""DZIEKANKA""",,Poznańska,15,62-200,Gniezno,Poland,,,,,,,,61 4238500,sekretariat@dziekanka.net,,29/03/2020,16/04/2020,,4834115,3296091
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W GOSTYNIU,,Karola Marcinkowskiego,8,63-800,Gostyń,Poland,,,,,,,,65 5726700,szpital.gostyn@gmail.com,,29/03/2020,16/04/2020,,4802880,3220142
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,Mossego,17,62-065,Grodzisk Wielkopolski,Poland,,,,,,,,61 4445523,szpital@spzoz-grodzisk.pl,,29/03/2020,16/04/2020,,4755519,3254405
'SZPITAL POWIATOWY W JAROCINIE' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Szpitalna,1,63-200,Jarocin,Poland,,,,,,,,62 3322350,sekretariat@szpitaljarocin.pl,,29/03/2020,16/04/2020,,4835698,3233144
WOJEWÓDZKI SZPITAL ZESPOLONY IM.LUDWIKA PERZYNY W KALISZU,,Poznańska,79,62-800,Kalisz,Poland,,,,,,,,62 7651356,sekretariat@szpital.kalisz.pl,,29/03/2020,16/04/2020,,4876542,3214526
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KĘPNIE,,Szpitalna,7,63-600,Kępno,Poland,,,,,,,,62 7827309,sekretariat@szpital.kepno.pl,,29/03/2020,16/04/2020,,4876830,3159948
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KOLE,,Józefa Poniatowskiego,25,62-600,Koło,Poland,,,,,,,,63 2626100,sekretariat@spzozkolo.pl,,29/03/2020,16/04/2020,,4908896,3265411
Wojewódzki Szpital Zespolony w Koninie,,Szpitalna,45,62-504,Konin,Poland,,,,,,,,63 2404124,szpital@szpital-konin.pl,,29/03/2020,16/04/2020,,4883043,3263527
WOJEWÓDZKI SZPITAL NEUROPSYCHIATRYCZNY IM.OSKARA BIELAWSKIEGO W KOŚCIANIE,,Plac Ignacego Paderewskiego,1A,64-000,Kościan,Poland,,,,,,,,65 5115100,sekretariat@szpital.koscian.pl,,29/03/2020,16/04/2020,,4775199,3240129
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W KOŚCIANIE,,Szpitalna,7,64-000,Kościan,Poland,,,,,,,,65 5120855,sekretariat@szpital.koscian.pl,,29/03/2020,16/04/2020,,4775935,3240219
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KROTOSZYNIE,,Młyńska,2,63-700,Krotoszyn,Poland,,,,,,,,62 5880401,spzoz@krotoszyn.pl,,29/03/2020,16/04/2020,,4834372,3201773
WOJEWÓDZKI SZPITAL ZESPOLONY W LESZNIE,,Jana Kiepury,45,64-100,Leszno,Poland,,,,,,,,65 5253113,wsz@wsz.leszno.pl,,29/03/2020,16/04/2020,,4775623,3212683
SZPITAL POWIATOWY,,Szpitalna,10,64-400,Międzychód,Poland,,,,,,,,95 7482711,spzozmiedzychod@spzoz-miedzychod.com.pl,,29/03/2020,16/04/2020,,4719575,3292854
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ IMIENIA DOKTORA KAZIMIERZA HOŁOGI,,Poznańska,30,64-300,Nowy Tomyśl,Poland,,,,,,,,61 4427300,spzoz18@post.pl,,29/03/2020,16/04/2020,,4739042,3262795
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W OBORNIKACH,,Szpitalna,2,64-600,Oborniki,Poland,,,,,,,,61 2973600,szpital@szpital.oborniki.info,,29/03/2020,16/04/2020,,4781501,3304296
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W OSTROWIE WIELKOPOLSKIM,,Bolesława Limanowskiego,20,63-400,Ostrów Wielkopolski,Poland,,,,,,,,62 5951112,szpital@szpital.osw.pl,,29/03/2020,16/04/2020,,4861276,3200560
OSTRZESZOWSKIE CENTRUM ZDROWIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,Aleja Wolności,4,63-500,Ostrzeszów,Poland,,,,,,,,62 5032236,sekretariat@szpital.ostrzeszow.pl,,29/03/2020,16/04/2020,,4871116,3175999
SZPITAL SPECJALISTYCZNY W PILE IM. STANISŁAWA STASZICA,,Ludwika Rydygiera,1,64-920,Piła,Poland,,,,,,,,67 2106666,wszpila@pi.onet.pl,,29/03/2020,16/04/2020,,4770148,3355644
